"route","source_file","account_area","product_domain","audit_risk","disposition","canonicalTarget","owner","decisionBasis"
"/venue/documents","app/venue/documents/page.tsx","Venue","Dashboard / platform","medium","keep","/venue/documents","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/edit","app/venue/edit/page.tsx","Venue","Dashboard / platform","low","keep","/venue/edit","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/equipment","app/venue/equipment/page.tsx","Venue","Dashboard / platform","medium","keep","/venue/equipment","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/events","app/venue/events/page.tsx","Venue","Events & bookings","low","keep","/venue/events","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/events/[id]","app/venue/events/[id]/page.tsx","Venue","Events & bookings","low","keep","/venue/events/[id]","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/events/[id]/check-in","app/venue/events/[id]/check-in/page.tsx","Venue","Events & bookings","low","keep","/venue/events/[id]/check-in","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/finances","app/venue/finances/page.tsx","Venue","Commerce & finance","medium","keep","/venue/finances","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/manage-event/[id]","app/venue/manage-event/[id]/page.tsx","Venue","Events & bookings","low","keep","/venue/manage-event/[id]","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/messages","app/venue/messages/page.tsx","Venue","Community & communications","low","keep","/venue/messages","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/overview","app/venue/overview/page.tsx","Venue","Dashboard / platform","medium","keep","/venue/overview","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/profile/content","app/venue/profile/content/page.tsx","Venue","Content & publishing","low","keep","/venue/profile/content","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/profile/professions","app/venue/profile/professions/page.tsx","Venue","Profiles & directory","low","keep","/venue/profile/professions","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/settings","app/venue/settings/page.tsx","Venue","Settings, trust & support","low","keep","/venue/settings","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/site-maps","app/venue/site-maps/page.tsx","Venue","Logistics & production","low","redirect","/venue/dashboard/site-maps","Venue","Canonical IA or current canonical-route ledger."
"/venue/staff","app/venue/staff/page.tsx","Venue","Workforce & jobs","low","keep","/venue/staff","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/staff/enhanced-staff-management","app/venue/staff/enhanced-staff-management/page.tsx","Venue","Workforce & jobs","medium","keep","/venue/staff/enhanced-staff-management","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/staff/roles-permissions","app/venue/staff/roles-permissions/page.tsx","Venue","Workforce & jobs","low","keep","/venue/staff/roles-permissions","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/staff/scheduling","app/venue/staff/scheduling/page.tsx","Venue","Workforce & jobs","low","keep","/venue/staff/scheduling","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venue/tickets","app/venue/tickets/page.tsx","Venue","Commerce & finance","low","redirect","/venue/dashboard/tickets","Venue","Canonical IA or current canonical-route ledger."
"/venues","app/venues/page.tsx","Venue","Dashboard / platform","low","keep","/venues","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venues/[slug]","app/venues/[slug]/page.tsx","Venue","Profiles & directory","medium","keep","/venues/[slug]","Venue","Canonical surface retained pending normal definition-of-done verification."
"/venues/[slug]/booking-request","app/venues/[slug]/booking-request/page.tsx","Venue","Events & bookings","low","keep","/venues/[slug]/booking-request","Venue","Canonical surface retained pending normal definition-of-done verification."
"/work/site-maps/[id]","app/work/site-maps/[id]/page.tsx","General / Work Mode","Logistics & production","low","keep","/work/site-maps/[id]","General / Work Mode","Canonical surface retained pending normal definition-of-done verification."
