coverage_id,persona,stage,goal_id,goal,platform,scenario,entry_route_hint,receiving_actor,expected_persisted_result,owner_domain,shipping_state,status,campaign_id,deployed_sha,actor_ids,before_state,after_state,evidence,finding_id,receiver_evidence,scope_decision_task,scope_approver
MOB-CAT-AUTH_RECOVERY-IOS-CANCEL_RETRY,customer,identity,MOB-CAT-auth-recovery,Recover access using a valid deep link and reject an invalid link,ios,cancel_or_retry,mobile /forgot-password → /reset-password,same actor,New password signs in; invalid link changes nothing,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-AUTH_RECOVERY-IOS-PERSISTENCE,customer,identity,MOB-CAT-auth-recovery,Recover access using a valid deep link and reject an invalid link,ios,persistence,mobile /forgot-password → /reset-password,same actor,New password signs in; invalid link changes nothing,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-AUTH_RECOVERY-IOS-ACCESSIBILITY,customer,identity,MOB-CAT-auth-recovery,Recover access using a valid deep link and reject an invalid link,ios,accessibility,mobile /forgot-password → /reset-password,same actor,New password signs in; invalid link changes nothing,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-AUTH_RECOVERY-IOS-AUTHORIZATION,customer,identity,MOB-CAT-auth-recovery,Recover access using a valid deep link and reject an invalid link,ios,unauthorized,mobile /forgot-password → /reset-password,same actor,New password signs in; invalid link changes nothing,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-AUTH_RECOVERY-ANDROID-SUCCESS,customer,identity,MOB-CAT-auth-recovery,Recover access using a valid deep link and reject an invalid link,android,success,mobile /forgot-password → /reset-password,same actor,New password signs in; invalid link changes nothing,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-AUTH_RECOVERY-ANDROID-INVALID,customer,identity,MOB-CAT-auth-recovery,Recover access using a valid deep link and reject an invalid link,android,invalid_input,mobile /forgot-password → /reset-password,same actor,New password signs in; invalid link changes nothing,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-AUTH_RECOVERY-ANDROID-CANCEL_RETRY,customer,identity,MOB-CAT-auth-recovery,Recover access using a valid deep link and reject an invalid link,android,cancel_or_retry,mobile /forgot-password → /reset-password,same actor,New password signs in; invalid link changes nothing,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-AUTH_RECOVERY-ANDROID-PERSISTENCE,customer,identity,MOB-CAT-auth-recovery,Recover access using a valid deep link and reject an invalid link,android,persistence,mobile /forgot-password → /reset-password,same actor,New password signs in; invalid link changes nothing,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-AUTH_RECOVERY-ANDROID-ACCESSIBILITY,customer,identity,MOB-CAT-auth-recovery,Recover access using a valid deep link and reject an invalid link,android,accessibility,mobile /forgot-password → /reset-password,same actor,New password signs in; invalid link changes nothing,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-AUTH_RECOVERY-ANDROID-AUTHORIZATION,customer,identity,MOB-CAT-auth-recovery,Recover access using a valid deep link and reject an invalid link,android,unauthorized,mobile /forgot-password → /reset-password,same actor,New password signs in; invalid link changes nothing,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-ONBOARDING_PROFILE-IOS-SUCCESS,artist_owner,identity,MOB-CAT-onboarding-profile,Complete onboarding and update a creator profile,ios,success,mobile /onboarding → /profile,customer,Profile updates persist and public fields are visible to customer,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-ONBOARDING_PROFILE-IOS-EMPTY,artist_owner,identity,MOB-CAT-onboarding-profile,Complete onboarding and update a creator profile,ios,empty_state,mobile /onboarding → /profile,customer,Profile updates persist and public fields are visible to customer,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-ONBOARDING_PROFILE-IOS-INVALID,artist_owner,identity,MOB-CAT-onboarding-profile,Complete onboarding and update a creator profile,ios,invalid_input,mobile /onboarding → /profile,customer,Profile updates persist and public fields are visible to customer,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-ONBOARDING_PROFILE-IOS-CANCEL_RETRY,artist_owner,identity,MOB-CAT-onboarding-profile,Complete onboarding and update a creator profile,ios,cancel_or_retry,mobile /onboarding → /profile,customer,Profile updates persist and public fields are visible to customer,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-ONBOARDING_PROFILE-IOS-PERSISTENCE,artist_owner,identity,MOB-CAT-onboarding-profile,Complete onboarding and update a creator profile,ios,persistence,mobile /onboarding → /profile,customer,Profile updates persist and public fields are visible to customer,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-ONBOARDING_PROFILE-IOS-ACCESSIBILITY,artist_owner,identity,MOB-CAT-onboarding-profile,Complete onboarding and update a creator profile,ios,accessibility,mobile /onboarding → /profile,customer,Profile updates persist and public fields are visible to customer,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-ONBOARDING_PROFILE-IOS-AUTHORIZATION,artist_owner,identity,MOB-CAT-onboarding-profile,Complete onboarding and update a creator profile,ios,unauthorized,mobile /onboarding → /profile,customer,Profile updates persist and public fields are visible to customer,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-ONBOARDING_PROFILE-ANDROID-SUCCESS,artist_owner,identity,MOB-CAT-onboarding-profile,Complete onboarding and update a creator profile,android,success,mobile /onboarding → /profile,customer,Profile updates persist and public fields are visible to customer,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-ONBOARDING_PROFILE-ANDROID-EMPTY,artist_owner,identity,MOB-CAT-onboarding-profile,Complete onboarding and update a creator profile,android,empty_state,mobile /onboarding → /profile,customer,Profile updates persist and public fields are visible to customer,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-ONBOARDING_PROFILE-ANDROID-INVALID,artist_owner,identity,MOB-CAT-onboarding-profile,Complete onboarding and update a creator profile,android,invalid_input,mobile /onboarding → /profile,customer,Profile updates persist and public fields are visible to customer,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-ONBOARDING_PROFILE-ANDROID-CANCEL_RETRY,artist_owner,identity,MOB-CAT-onboarding-profile,Complete onboarding and update a creator profile,android,cancel_or_retry,mobile /onboarding → /profile,customer,Profile updates persist and public fields are visible to customer,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-ONBOARDING_PROFILE-ANDROID-PERSISTENCE,artist_owner,identity,MOB-CAT-onboarding-profile,Complete onboarding and update a creator profile,android,persistence,mobile /onboarding → /profile,customer,Profile updates persist and public fields are visible to customer,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-ONBOARDING_PROFILE-ANDROID-ACCESSIBILITY,artist_owner,identity,MOB-CAT-onboarding-profile,Complete onboarding and update a creator profile,android,accessibility,mobile /onboarding → /profile,customer,Profile updates persist and public fields are visible to customer,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-ONBOARDING_PROFILE-ANDROID-AUTHORIZATION,artist_owner,identity,MOB-CAT-onboarding-profile,Complete onboarding and update a creator profile,android,unauthorized,mobile /onboarding → /profile,customer,Profile updates persist and public fields are visible to customer,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DISCOVER_SEARCH_FOLLOW-IOS-SUCCESS,customer,discovery,MOB-CAT-discover-search-follow,Find a campaign artist and follow them,ios,success,mobile /discover → /search → /profile/[username],artist,Follow persists and appears on the receiving side,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DISCOVER_SEARCH_FOLLOW-IOS-EMPTY,customer,discovery,MOB-CAT-discover-search-follow,Find a campaign artist and follow them,ios,empty_state,mobile /discover → /search → /profile/[username],artist,Follow persists and appears on the receiving side,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DISCOVER_SEARCH_FOLLOW-IOS-CANCEL_RETRY,customer,discovery,MOB-CAT-discover-search-follow,Find a campaign artist and follow them,ios,cancel_or_retry,mobile /discover → /search → /profile/[username],artist,Follow persists and appears on the receiving side,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DISCOVER_SEARCH_FOLLOW-IOS-NOTIFICATION,customer,discovery,MOB-CAT-discover-search-follow,Find a campaign artist and follow them,ios,notification,mobile /discover → /search → /profile/[username],artist,Follow persists and appears on the receiving side,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DISCOVER_SEARCH_FOLLOW-IOS-PERSISTENCE,customer,discovery,MOB-CAT-discover-search-follow,Find a campaign artist and follow them,ios,persistence,mobile /discover → /search → /profile/[username],artist,Follow persists and appears on the receiving side,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DISCOVER_SEARCH_FOLLOW-IOS-ACCESSIBILITY,customer,discovery,MOB-CAT-discover-search-follow,Find a campaign artist and follow them,ios,accessibility,mobile /discover → /search → /profile/[username],artist,Follow persists and appears on the receiving side,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DISCOVER_SEARCH_FOLLOW-IOS-AUTHORIZATION,customer,discovery,MOB-CAT-discover-search-follow,Find a campaign artist and follow them,ios,unauthorized,mobile /discover → /search → /profile/[username],artist,Follow persists and appears on the receiving side,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DISCOVER_SEARCH_FOLLOW-ANDROID-SUCCESS,customer,discovery,MOB-CAT-discover-search-follow,Find a campaign artist and follow them,android,success,mobile /discover → /search → /profile/[username],artist,Follow persists and appears on the receiving side,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DISCOVER_SEARCH_FOLLOW-ANDROID-EMPTY,customer,discovery,MOB-CAT-discover-search-follow,Find a campaign artist and follow them,android,empty_state,mobile /discover → /search → /profile/[username],artist,Follow persists and appears on the receiving side,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DISCOVER_SEARCH_FOLLOW-ANDROID-CANCEL_RETRY,customer,discovery,MOB-CAT-discover-search-follow,Find a campaign artist and follow them,android,cancel_or_retry,mobile /discover → /search → /profile/[username],artist,Follow persists and appears on the receiving side,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DISCOVER_SEARCH_FOLLOW-ANDROID-NOTIFICATION,customer,discovery,MOB-CAT-discover-search-follow,Find a campaign artist and follow them,android,notification,mobile /discover → /search → /profile/[username],artist,Follow persists and appears on the receiving side,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DISCOVER_SEARCH_FOLLOW-ANDROID-PERSISTENCE,customer,discovery,MOB-CAT-discover-search-follow,Find a campaign artist and follow them,android,persistence,mobile /discover → /search → /profile/[username],artist,Follow persists and appears on the receiving side,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DISCOVER_SEARCH_FOLLOW-ANDROID-ACCESSIBILITY,customer,discovery,MOB-CAT-discover-search-follow,Find a campaign artist and follow them,android,accessibility,mobile /discover → /search → /profile/[username],artist,Follow persists and appears on the receiving side,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DISCOVER_SEARCH_FOLLOW-ANDROID-AUTHORIZATION,customer,discovery,MOB-CAT-discover-search-follow,Find a campaign artist and follow them,android,unauthorized,mobile /discover → /search → /profile/[username],artist,Follow persists and appears on the receiving side,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-FEED-IOS-SUCCESS,customer,discovery,MOB-CAT-feed,Read followed and discovery posts with empty and retry states,ios,success,mobile /feed,artist,Campaign content displays consistently after restart,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-FEED-IOS-EMPTY,customer,discovery,MOB-CAT-feed,Read followed and discovery posts with empty and retry states,ios,empty_state,mobile /feed,artist,Campaign content displays consistently after restart,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-FEED-IOS-CANCEL_RETRY,customer,discovery,MOB-CAT-feed,Read followed and discovery posts with empty and retry states,ios,cancel_or_retry,mobile /feed,artist,Campaign content displays consistently after restart,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-FEED-IOS-PERSISTENCE,customer,discovery,MOB-CAT-feed,Read followed and discovery posts with empty and retry states,ios,persistence,mobile /feed,artist,Campaign content displays consistently after restart,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-FEED-IOS-ACCESSIBILITY,customer,discovery,MOB-CAT-feed,Read followed and discovery posts with empty and retry states,ios,accessibility,mobile /feed,artist,Campaign content displays consistently after restart,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-FEED-ANDROID-SUCCESS,customer,discovery,MOB-CAT-feed,Read followed and discovery posts with empty and retry states,android,success,mobile /feed,artist,Campaign content displays consistently after restart,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-FEED-ANDROID-EMPTY,customer,discovery,MOB-CAT-feed,Read followed and discovery posts with empty and retry states,android,empty_state,mobile /feed,artist,Campaign content displays consistently after restart,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-FEED-ANDROID-CANCEL_RETRY,customer,discovery,MOB-CAT-feed,Read followed and discovery posts with empty and retry states,android,cancel_or_retry,mobile /feed,artist,Campaign content displays consistently after restart,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-FEED-ANDROID-PERSISTENCE,customer,discovery,MOB-CAT-feed,Read followed and discovery posts with empty and retry states,android,persistence,mobile /feed,artist,Campaign content displays consistently after restart,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-FEED-ANDROID-ACCESSIBILITY,customer,discovery,MOB-CAT-feed,Read followed and discovery posts with empty and retry states,android,accessibility,mobile /feed,artist,Campaign content displays consistently after restart,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-MUSIC-IOS-SUCCESS,customer,discovery,MOB-CAT-music,Find and play published campaign music,ios,success,mobile /music,artist,Playback works and published track is visible,music,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-MUSIC-IOS-EMPTY,customer,discovery,MOB-CAT-music,Find and play published campaign music,ios,empty_state,mobile /music,artist,Playback works and published track is visible,music,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-MUSIC-IOS-CANCEL_RETRY,customer,discovery,MOB-CAT-music,Find and play published campaign music,ios,cancel_or_retry,mobile /music,artist,Playback works and published track is visible,music,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-MUSIC-IOS-PERSISTENCE,customer,discovery,MOB-CAT-music,Find and play published campaign music,ios,persistence,mobile /music,artist,Playback works and published track is visible,music,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-MUSIC-IOS-ACCESSIBILITY,customer,discovery,MOB-CAT-music,Find and play published campaign music,ios,accessibility,mobile /music,artist,Playback works and published track is visible,music,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-MUSIC-ANDROID-SUCCESS,customer,discovery,MOB-CAT-music,Find and play published campaign music,android,success,mobile /music,artist,Playback works and published track is visible,music,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-MUSIC-ANDROID-EMPTY,customer,discovery,MOB-CAT-music,Find and play published campaign music,android,empty_state,mobile /music,artist,Playback works and published track is visible,music,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-MUSIC-ANDROID-CANCEL_RETRY,customer,discovery,MOB-CAT-music,Find and play published campaign music,android,cancel_or_retry,mobile /music,artist,Playback works and published track is visible,music,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-MUSIC-ANDROID-PERSISTENCE,customer,discovery,MOB-CAT-music,Find and play published campaign music,android,persistence,mobile /music,artist,Playback works and published track is visible,music,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-MUSIC-ANDROID-ACCESSIBILITY,customer,discovery,MOB-CAT-music,Find and play published campaign music,android,accessibility,mobile /music,artist,Playback works and published track is visible,music,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DIRECT_MESSAGE-IOS-SUCCESS,customer,discovery,MOB-CAT-direct-message,Send a message to the artist,ios,success,mobile /messages → /chat/[id],artist,Artist receives it and customer sees the reply,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DIRECT_MESSAGE-IOS-EMPTY,customer,discovery,MOB-CAT-direct-message,Send a message to the artist,ios,empty_state,mobile /messages → /chat/[id],artist,Artist receives it and customer sees the reply,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DIRECT_MESSAGE-IOS-INVALID,customer,discovery,MOB-CAT-direct-message,Send a message to the artist,ios,invalid_input,mobile /messages → /chat/[id],artist,Artist receives it and customer sees the reply,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DIRECT_MESSAGE-IOS-NOTIFICATION,customer,discovery,MOB-CAT-direct-message,Send a message to the artist,ios,notification,mobile /messages → /chat/[id],artist,Artist receives it and customer sees the reply,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DIRECT_MESSAGE-IOS-PERSISTENCE,customer,discovery,MOB-CAT-direct-message,Send a message to the artist,ios,persistence,mobile /messages → /chat/[id],artist,Artist receives it and customer sees the reply,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DIRECT_MESSAGE-IOS-ACCESSIBILITY,customer,discovery,MOB-CAT-direct-message,Send a message to the artist,ios,accessibility,mobile /messages → /chat/[id],artist,Artist receives it and customer sees the reply,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DIRECT_MESSAGE-IOS-AUTHORIZATION,customer,discovery,MOB-CAT-direct-message,Send a message to the artist,ios,unauthorized,mobile /messages → /chat/[id],artist,Artist receives it and customer sees the reply,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DIRECT_MESSAGE-ANDROID-SUCCESS,customer,discovery,MOB-CAT-direct-message,Send a message to the artist,android,success,mobile /messages → /chat/[id],artist,Artist receives it and customer sees the reply,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DIRECT_MESSAGE-ANDROID-EMPTY,customer,discovery,MOB-CAT-direct-message,Send a message to the artist,android,empty_state,mobile /messages → /chat/[id],artist,Artist receives it and customer sees the reply,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DIRECT_MESSAGE-ANDROID-INVALID,customer,discovery,MOB-CAT-direct-message,Send a message to the artist,android,invalid_input,mobile /messages → /chat/[id],artist,Artist receives it and customer sees the reply,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DIRECT_MESSAGE-ANDROID-NOTIFICATION,customer,discovery,MOB-CAT-direct-message,Send a message to the artist,android,notification,mobile /messages → /chat/[id],artist,Artist receives it and customer sees the reply,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DIRECT_MESSAGE-ANDROID-PERSISTENCE,customer,discovery,MOB-CAT-direct-message,Send a message to the artist,android,persistence,mobile /messages → /chat/[id],artist,Artist receives it and customer sees the reply,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DIRECT_MESSAGE-ANDROID-ACCESSIBILITY,customer,discovery,MOB-CAT-direct-message,Send a message to the artist,android,accessibility,mobile /messages → /chat/[id],artist,Artist receives it and customer sees the reply,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-DIRECT_MESSAGE-ANDROID-AUTHORIZATION,customer,discovery,MOB-CAT-direct-message,Send a message to the artist,android,unauthorized,mobile /messages → /chat/[id],artist,Artist receives it and customer sees the reply,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-GROUP_CHAT-IOS-SUCCESS,organization_manager,discovery,MOB-CAT-group-chat,Open a permitted group conversation and send a message,ios,success,mobile /group-chats → /group-chats/[id],artist,Member receives it; nonmember is denied,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-GROUP_CHAT-IOS-EMPTY,organization_manager,discovery,MOB-CAT-group-chat,Open a permitted group conversation and send a message,ios,empty_state,mobile /group-chats → /group-chats/[id],artist,Member receives it; nonmember is denied,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-GROUP_CHAT-IOS-NOTIFICATION,organization_manager,discovery,MOB-CAT-group-chat,Open a permitted group conversation and send a message,ios,notification,mobile /group-chats → /group-chats/[id],artist,Member receives it; nonmember is denied,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-GROUP_CHAT-IOS-PERSISTENCE,organization_manager,discovery,MOB-CAT-group-chat,Open a permitted group conversation and send a message,ios,persistence,mobile /group-chats → /group-chats/[id],artist,Member receives it; nonmember is denied,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-GROUP_CHAT-IOS-ACCESSIBILITY,organization_manager,discovery,MOB-CAT-group-chat,Open a permitted group conversation and send a message,ios,accessibility,mobile /group-chats → /group-chats/[id],artist,Member receives it; nonmember is denied,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-GROUP_CHAT-IOS-AUTHORIZATION,organization_manager,discovery,MOB-CAT-group-chat,Open a permitted group conversation and send a message,ios,unauthorized,mobile /group-chats → /group-chats/[id],artist,Member receives it; nonmember is denied,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-GROUP_CHAT-ANDROID-SUCCESS,organization_manager,discovery,MOB-CAT-group-chat,Open a permitted group conversation and send a message,android,success,mobile /group-chats → /group-chats/[id],artist,Member receives it; nonmember is denied,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-GROUP_CHAT-ANDROID-EMPTY,organization_manager,discovery,MOB-CAT-group-chat,Open a permitted group conversation and send a message,android,empty_state,mobile /group-chats → /group-chats/[id],artist,Member receives it; nonmember is denied,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-GROUP_CHAT-ANDROID-NOTIFICATION,organization_manager,discovery,MOB-CAT-group-chat,Open a permitted group conversation and send a message,android,notification,mobile /group-chats → /group-chats/[id],artist,Member receives it; nonmember is denied,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-GROUP_CHAT-ANDROID-PERSISTENCE,organization_manager,discovery,MOB-CAT-group-chat,Open a permitted group conversation and send a message,android,persistence,mobile /group-chats → /group-chats/[id],artist,Member receives it; nonmember is denied,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-GROUP_CHAT-ANDROID-ACCESSIBILITY,organization_manager,discovery,MOB-CAT-group-chat,Open a permitted group conversation and send a message,android,accessibility,mobile /group-chats → /group-chats/[id],artist,Member receives it; nonmember is denied,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-GROUP_CHAT-ANDROID-AUTHORIZATION,organization_manager,discovery,MOB-CAT-group-chat,Open a permitted group conversation and send a message,android,unauthorized,mobile /group-chats → /group-chats/[id],artist,Member receives it; nonmember is denied,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-CONNECT_CLAIM-IOS-SUCCESS,artist_owner,identity,MOB-CAT-connect-claim,Open and complete a campaign owned connect claim,ios,success,mobile /connect → /connect/claim,artist,Claim state persists; foreign claim is denied,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-CONNECT_CLAIM-IOS-INVALID,artist_owner,identity,MOB-CAT-connect-claim,Open and complete a campaign owned connect claim,ios,invalid_input,mobile /connect → /connect/claim,artist,Claim state persists; foreign claim is denied,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-CONNECT_CLAIM-IOS-CANCEL_RETRY,artist_owner,identity,MOB-CAT-connect-claim,Open and complete a campaign owned connect claim,ios,cancel_or_retry,mobile /connect → /connect/claim,artist,Claim state persists; foreign claim is denied,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-CONNECT_CLAIM-IOS-PERSISTENCE,artist_owner,identity,MOB-CAT-connect-claim,Open and complete a campaign owned connect claim,ios,persistence,mobile /connect → /connect/claim,artist,Claim state persists; foreign claim is denied,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-CONNECT_CLAIM-IOS-ACCESSIBILITY,artist_owner,identity,MOB-CAT-connect-claim,Open and complete a campaign owned connect claim,ios,accessibility,mobile /connect → /connect/claim,artist,Claim state persists; foreign claim is denied,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-CONNECT_CLAIM-IOS-AUTHORIZATION,artist_owner,identity,MOB-CAT-connect-claim,Open and complete a campaign owned connect claim,ios,unauthorized,mobile /connect → /connect/claim,artist,Claim state persists; foreign claim is denied,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-CONNECT_CLAIM-IOS-HANDOFF,artist_owner,identity,MOB-CAT-connect-claim,Open and complete a campaign owned connect claim,ios,cross_actor_handoff,mobile /connect → /connect/claim,artist,Claim state persists; foreign claim is denied,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-CONNECT_CLAIM-ANDROID-SUCCESS,artist_owner,identity,MOB-CAT-connect-claim,Open and complete a campaign owned connect claim,android,success,mobile /connect → /connect/claim,artist,Claim state persists; foreign claim is denied,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-CONNECT_CLAIM-ANDROID-INVALID,artist_owner,identity,MOB-CAT-connect-claim,Open and complete a campaign owned connect claim,android,invalid_input,mobile /connect → /connect/claim,artist,Claim state persists; foreign claim is denied,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-CONNECT_CLAIM-ANDROID-CANCEL_RETRY,artist_owner,identity,MOB-CAT-connect-claim,Open and complete a campaign owned connect claim,android,cancel_or_retry,mobile /connect → /connect/claim,artist,Claim state persists; foreign claim is denied,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-CONNECT_CLAIM-ANDROID-PERSISTENCE,artist_owner,identity,MOB-CAT-connect-claim,Open and complete a campaign owned connect claim,android,persistence,mobile /connect → /connect/claim,artist,Claim state persists; foreign claim is denied,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-CONNECT_CLAIM-ANDROID-ACCESSIBILITY,artist_owner,identity,MOB-CAT-connect-claim,Open and complete a campaign owned connect claim,android,accessibility,mobile /connect → /connect/claim,artist,Claim state persists; foreign claim is denied,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-CONNECT_CLAIM-ANDROID-AUTHORIZATION,artist_owner,identity,MOB-CAT-connect-claim,Open and complete a campaign owned connect claim,android,unauthorized,mobile /connect → /connect/claim,artist,Claim state persists; foreign claim is denied,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-CONNECT_CLAIM-ANDROID-HANDOFF,artist_owner,identity,MOB-CAT-connect-claim,Open and complete a campaign owned connect claim,android,cross_actor_handoff,mobile /connect → /connect/claim,artist,Claim state persists; foreign claim is denied,artist,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-EVENT_DISCOVERY-IOS-SUCCESS,customer,discovery,MOB-CAT-event-discovery,Find the published campaign event and inspect ticket availability,ios,success,mobile /events → /events/[id],organization,Event details and availability match the organizer's published state,discover,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-EVENT_DISCOVERY-IOS-EMPTY,customer,discovery,MOB-CAT-event-discovery,Find the published campaign event and inspect ticket availability,ios,empty_state,mobile /events → /events/[id],organization,Event details and availability match the organizer's published state,discover,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-EVENT_DISCOVERY-IOS-PERSISTENCE,customer,discovery,MOB-CAT-event-discovery,Find the published campaign event and inspect ticket availability,ios,persistence,mobile /events → /events/[id],organization,Event details and availability match the organizer's published state,discover,needs_ui_confirmation,not_run,,,,,,,,,,
